"Refer a Friend: Get $"," Giới thiệu với bạn bè: Nhận $"
"Refer a Friend","Giới thiệu với bạn bè"
"Friend's Name","Tên người bạn"
"Friend's Email","E-mail người bạn"
"Message Subject","Tiêu đề thông điệp"
"Message Text","Nội dung thông điệp"
"Hi, I thought it might interest you.","Xin chào, tớ có một điều thú vị muốn giới thiệu cho cậu."
"My Account","Tài khoản của tôi"
"Account Login","Tên tài khoản"
"Account Password","Mật khẩu"
"My Dashboard","Bảng điều khiển"
"Ship To","Địa chỉ nhận"
"Address Book","Sổ danh bạ"
"Referred Friends","Bạn bè đã giới thiệu"

"Visit More Cities","Chọn thành phố khác"
"Daily Deals On the Best in","Khuyến mãi hàng ngày tốt nhất tại"
"Enter your email address here...","Nhập e-mail của bạn ..."
"Select your City","Chọn thành phố"
"Sign In","Đăng nhập/Đăng ký"
"or","hoặc"
"Today's Deal: ","Khuyến mãi hôm nay"
"Value","Giá trị"
"Discount","Giảm"
"Save value","Tiết kiệm"
"Buy it for a friend!","Mua tặng bạn bè"
"bought","người mua"
" more needed to get the deal"," người mua nữa để khuyến mãi có hiệu lực"
"Deal Achieved! Keep Buying!","Vẫn còn mua được!"
"Time Left To Buy","Thời gian còn lại"
"HOURS","GIỜ"
"MINUTES","PHÚT"
"SECONDS","GIÂY"
"Spread it!","Chia sẻ!"
"The Fine Print","Điều khoản sử dụng"
"Highlights","Điểm nổi bật"
"Deal Description","Mô tả chương trình"
"The Company","Bản đồ & Địa chỉ"
"Today’s Main Deal","Khuyến mãi đang diễn ra"
"Discuss the Deal","Thảo luận"
"Be the First to Comment","Viết bình luận đầu tiên"
"Comments","bình luận về khuyến mãi"
"Join the discussion","Tham gia thảo luận"
"Today's Side Deal","Khuyến mãi sắp hết hạn"
"Follow Us On","Theo đuôi tại"
"Savings:","Tiết kiệm"
"Mandatory","Bắt buộc"
"Any Questions? Use this form to contact us Our representative will get back to you","Bạn có câu hỏi? Sử dụng mẫu này để liên hệ với chúng tôi, chúng tôi sẽ trả lời bạn sớm nhất có thể"
"Please enter your Full name","Xin hãy nhập tên đầy đủ"
"So we can get back to you","Để chúng tôi có thể liên lạc lại với bạn"
"Please enter the details of your request and we'll respond as quickly as possible","Xin hãy nhập cụ thể yêu cầu của bạn chúng tôi sẽ trả lời sớm nhất có thể"

"Login or Create an Account","Đăng nhập hoặc Đăng ký"
"New Customers","Khách hàng mới"
"By creating an Account, you will be able to proceed with the checkout process faster, store multiple shipping addresses, view and track your orders in your account and lot more",""
"Registered Customers","Khách hàng đã đăng ký"
"If you have an Account with us, Please Login","Nếu bạn đã có mật khẩu xin vui lòng đăng nhập"
"Forgot Your Password?","Quên mật khẩu?"

"Buy this for your Friend!","Mua tặng bạn bè!"
"Fill in the Form to Gift your Friend!","Điền thông tin theo mẫu"
"Friend's Name","Tên người bạn"
"Your Name","Tên bạn"
"Friend's Email Address","Địa chỉ e-mail của người bạn"
"Are you sure you want to delete?","Bạn có chắc muốn xóa"
"Grand Total: ","Tổng giá trị"
"Checkout","Thanh toán"
"Thank you for your Deal!","Cảm ơn bạn vì khuyến mãi này"
"Your Deal # is: ","Khuyến mãi của bạn # là"
"You will receive an Email stating the details of your Deal and a Link to track its Progress...","Bạn sẽ nhận được một email ghi rõ các chi tiết khuyến mãi của bạn và một liên kết để bạn theo dõi tiến độ của nó ..."
"Continue Shopping","Tiếp tục mua"
"Login","Đăng nhập"
"Subscribe","Đăng ký nhận thư"
"Create an Account","Tạo tài khoản mới"
"Date of Birth","Ngày sinh"
"Gender","Giới tính"
"Male","Nam"
"Female","Nữ"
"Register to Create an Account","Đăng ký tài khoản mới"
"Checkout Method","Đăng nhập hoặc Đăng ký để bắt đầu đặt mua"
"Login","Đăng nhập"
"Register with us for future convenience:","Đăng ký với chúng tôi để tiện hơn trong tương lai:"
"Please log in below:","Thông tin đăng nhập:"
"Login or Create an Account ","Đăng nhập hoặc Tạo tài khoản mới"
"Maximum one item to add the shopping cart.","Tối đa chỉ được 01 loại khuyến mãi trong giỏ hàng. Xin vui lòng Thanh toán hoặc bấm nút X để Gỡ bỏ nếu muốn mua khuyến mãi khác."
"You have no items in your shopping cart.","Không có khuyến mãi nào trong giỏ hàng của bạn"
"Friend's name","Tên người bạn"
"Friend's email","Email người bạn"
"Message subject","Tiêu đề lời nhắn"
"Message text","Nội dung"
"You have no referred friends.","Rủ Nhau đang phát triển chức năng này, xin vui lòng quay lại sau."
"Share the link with your friends:","Chia sẻ link này đến bạn bè của bạn:"
"Any Questions? Use this form to contact us. Our representative will get back to you.","Bất cứ yêu cầu gì, xin hãy dùng mẫu dưới đây để liên hệ với chúng tôi, chúng tôi sẽ liên hệ lại ngay với bạn."
"please enter your full name","xin hãy nhập đầy đủ họ tên"
"Please enter the details of the  request we will respond as quickly as possible.","Hãy điền cụ thể nội dung yêu cầu của bạn vào đây, chúng tôi sẽ trả lời bạn sớm nhất có thể."
"Enter the code","Nhập mã bảo vệ"
"Please enter the code, which is used for spam filter.","Xin vui lòng nhập 2 từ vào ô dưới"
"Save in address book","Lưu vào sổ địa chỉ"
"Buy Options","Tùy chọn mua"
"Fill out the form below and give the gift!","Điền những thông tin dưới đây để tặng khuyến mãi này cho bạn bè"
"Friend Name","Tên người bạn"
"Friend Email Address","Email người bạn"
"This email address was not found in our records.","Không tìm thấy email này trong danh sách khách hàng"
"Confirmation request has been sent.","Yêu cầu xác nhận đã được gửi đi."
"%s was added to your shopping cart.","%s đã được thêm vào giỏ hàng."
"You will receive an Deal email with details of your deal and a link to track its progress.","Bạn sẽ nhận được một email thông báo với các nội dung chi tiết và một đường link để theo dõi đơn hàng này"
"Gift was Added successfully.","Đã thêm Quà tặng thành công."
"Gift was Updated successfully.","Đã cập nhật Quà tặng thành công."
"Gift was Deleted successfully.","Đã xóa Quà tặng thành công."
"Are you sure to delete","Bạn có chắc là muốn xóa"
"Edit gift options!","Sửa thông tin quà tặng!"
"Delete gift options!","Xóa thông tin quà tặng!"
"You are currently subscribed to newsletter for the city","Bạn đang đăng ký nhận email thông báo chương trình mới tại thành phố"
"If you need to change the subscription, please select a city","Nếu bạn muốn thay đổi xin vui lòng chọn thành phố "
"Select the city","Chọn thành phố"
"Please enter 6 or more characters. Leading or trailing spaces will be ignored.","Mật khẩu phải có ít nhất 6 ký tự và không có khoảng trắng"
"You have not set a default billing address.","Bạn chưa có địa chỉ thanh toán mặc định."
"The address has been deleted.","Địa chỉ đã được xóa."
"The address has been saved.","Địa chỉ đã được lưu."
"Sorry, but your can not subscribe email adress assigned to another user.","Xin lỗi, email này đã được đăng ký bởi một khách hàng khác."
"Please enter a valid email address.","Xin hãy nhập email chính xác."
"This customer is already registered.","Khách hàng này đã đăng ký với Rủ Nhau."
"Message to a friend was sent.","Tin nhắn đã được gửi đi."
"A new password has been sent.","Mật khẩu mới đã được gửi cho bạn."
"Invalid email address.","Địa chỉ email không có thực."
"Customer Login","Khách hàng đăng nhập"
"Contact Us","Liên hệ"
"Account login","Tên đăng nhập của bạn"
"Account password","Mật khẩu"
"Referral for %s","Giới thiệu cho %s"
"Default Store View","Giao diện gian hàng mặc định"
"Invalid login or password.","Thông tin đăng nhập không chính xác."
"Gift Message for this Order","Lời nhắn quà tặng cho đơn hàng này"
"Item","Tên khuyến mãi"
"Sku","Mã sản phẩm"
"Today's Main Deal","Khuyến mãi hôm nay"
"Extra Side Deal","Khuyến mãi sắp hết hạn"
"Some of the products cannot be ordered in requested quantity.","Khuyến mãi không thể đặt quá số lượng cho phép, xin vui lòng đọc kỹ nội dung chương trình."
"Please enable cookies in your web browser to continue.","Xin vui lòng mở cookies của trình duyệt để tiếp tục."
"Thank you for your subscription.","Cảm ơn bạn đã đăng ký nhận khuyến mãi mới."
"Enter your email address","Đăng ký nhận thông tin khuyến mãi mới"
"Confirm your city","Xác nhận thành phố"
"You must be logged in to post a comment.","Bạn cần đăng nhập để thảo luận, các bình luận không phù hợp sẽ bị xóa."
"to Post Comments","để thảo luận về khuyến mãi này"
"Your comment has been submitted.", "Đăng thảo luận thành công."
"Your comment has been submitted and is awaiting approval.", "Đăng thảo luận thành công, thông tin này sẽ được xử lý trước khi hiển thị"
