"Amount of %s pending approval on gateway.","Montant de %s en cours d'approbation par la passserelle de paiement"
"Amount: %s.","Montant: %s."
"Append Comments","Ajouter les commentaires"
"Apply","Appliquer"
"Apply Coupon Code","Appliquer un bon de réduction"
"Are you sure you want to cancel this order?","Êtes-vous certain de vouloir annuler cette commande ?"
"Are you sure you want to send Creditmemo email to customer?","Êtes-vous certain de vouloir envoyer l'avoir par email au client?"
"Are you sure you want to send Invoice email to customer?","Êtes-vous certain de vouloir de vouloir envoyer la facture par email au client?"
"Are you sure you want to send Shipment email to customer?","Êtes-vous certain de vouloir envoyer les information de livraison par email au client?"
"Are you sure you want to send order email to customer?","Êtes-vous certain de vouloir envoyer le bon de commande par email au client?"
"Are you sure you want to void the payment?","Êtes-vous certain de vouloir envoyer le rejet de paiement par email au client ?"
"Are you sure?","En êtes-vous sûr ?"
"Are you sure? This order will be cancelled and a new one will be created instead","En êtes-vous certain ? Cette commande va être supprimée et une nouvelle va être créée à la place"
"At least a payment ID must be set.","Au moins un ID de paiement doit être sélectionné."
"Authorization amount %s pending approval on gateway.","Montant de %s en attente d'approbation par la passserelle de paiement"
"Authorized amount of %s.","Montant de %s."
"Back to My Orders","Retour à mes commandes"
"Backordered","En attente de stock"
"Bill to First name","Prénom (Fact.)"
"Bill to Last name","Nom de famille (Fact.)"
"Bill to Name","Nom (Fact.)"
"Billing Address","Adresse de facturation"
"Buy %s for price %s","Achetez-en %s pour le prix de %s"
"Can not add order history.","Impossible d'ajouter l'historique de commande."
"Can not do invoice for order.","Impossible de créer la facture pour la commande."
"Can not do shipment for order.","Impossible de créer la livraison pour la commande."
"Can not register existing shipment","Impossible d'enregistrer une livraison existante."
"Can\'t get order instance","Impossible de récupérer l'instance de commande"
"Cancel","Annuler"
"Cancel invoice","Annuler la facture"
"Cancel order","Annuler la commande"
"Canceled","Annulée"
"Cancelled order offline.","Commande annulée hors-ligne"
"Cancelled order online.","Commande annulée en ligne"
"Cannot create an empty shipment.","Impossible de créer une livraison vide."
"Cannot register existing creditmemo","Impossible d'enregistrer un avoir existant"
"Cannot register existing invoice","Impossible d'enregistrer une facture existante"
"Capture","Collecter"
"Capture Amount","Collecter le montant"
"Capture Offline","Capturer hors ligne"
"Capture Online","Capturer en ligne"
"Capture invoice","Capturer la facture"
"Captured amount of %s online.","Encaissement d'un montant de %s en ligne"
"Carrier","Transporteur"
"Change Status","Modifier le statut"
"Change status, add comments","Modifier le statut, ajouter des commentaires"
"Checkout totals sort order","Ordre de tri des totaux de commande"
"Click to change shipping method","Cliquer pour changer le mode de livraison"
"Close","Fermée"
"Closed","Fermée"
"Comment","Commentaire"
"Comment Text","Texte du commentaire"
"Comments","Commentaires"
"Comments History","Historique de commentaires"
"Complete","Terminée"
"Country","Pays"
"Coupon code accepted.","Bon de réduction accepté"
"Coupons","Bons de réduction"
"Create","Créer"
"Create New Customer","Créer un nouveau client"
"Create New Order","Créer une nouvelle commande"
"Create New Order for %s","Créer une nouvelle commande pour %s"
"Create New Order for %s in %s","Créer une nouvelle commande pour %s dans %s"
"Create New Order for New Customer","Créer une nouvelle commande pour un nouveau client"
"Create New Order for New Customer in %s","Créer une nouvelle commande pour un nouveau client dans %s"
"Create Shipment","Créer la livraison"
"Create new invoice for order","Créer une facture pour la commande"
"Create new shipment for order","Créer une livraison pour la commande"
"Created At","Créé le"
"Credit Memo","Avoir"
"Credit Memo #","Avoir n°"
"Credit Memo #","Avoir n°"
"Credit Memo Comment Email Sender","Expéditeur du mail de commentaire d'avoir"
"Credit Memo Comment Email Template","Gabarit de mail de commentaire d'avoir pour un invité"
"Credit Memo Comment Email Template for Guest","Gabarit de mail de commentaire d'avoir pour un invité"
"Credit Memo Comments","Commentaires d'avoir"
"Credit Memo Email Sender","Expéditeur du mail d'avoir"
"Credit Memo Email Template","Gabarit de mail d'avoir"
"Credit Memo Email Template for Guest","Gabarit de mail d'avoir pour un invité"
"Credit Memo Update","Mise à jour de l'avoir"
"Credit Memo Update for Guest","Mise à jour de l'avoir pour un invité"
"Credit Memo email not sent","Mail d'avoir non envoyé"
"Credit Memo email sent","Mail d'avoir envoyé"
"Credit Memo...","Avoir..."
"Credit Memos","Avoirs"
"Creditmemo","Avoir"
"Custom Options","Options personnalisables"
"Custom Price","Prix personnalisé"
"Custom Value","Valeur personnalisée"
"Customer","Client"
"Customer Group","Groupe de clients"
"Customer My Account Order Creditmemo View","Client Mon compte Commande Avoir"
"Customer My Account Order History","Client Mon compte Commande Historique"
"Customer My Account Order Invoice View","Client Mon compte Commande Facture Vue"
"Customer My Account Order Shipment View","Client Mon compte Commande Expédition Vue"
"Customer My Account Order View","Client Mon compte Commande Expédition"
"Customer Name","Nom du client"
"Customer\'s Current Activities","Activités en cours du client"
"Date","Date"
"Date Shipped","Date d'expédition"
"Date of Birth","Date de naissance"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Logo par défaut, utilisé dans les documents PDF et HTML.<br />(jpeg, tiff, png)"
"Delete","Supprimer"
"Description message","Message de description"
"Discount","Remise"
"Discount (%s)","Remise (%s)"
"Discount Amount","Remise"
"Discounts","Remises"
"Display Order ID in Header","Afficher l'identifiant de commande dans l'en-tête"
"Document","Document"
"Edit","Éditer"
"Edit Gift Messsage","Éditer le message cadeau"
"Edit Order","Éditer la commande"
"Edit Order #%s","Modifier la commande n°%s"
"Email","Email"
"Email Copy of Credit Memo","Envoyer une copie de l'avoir par mail"
"Email Copy of Invoice","Envoyer une copie de la facture par mail"
"Email Copy of Shipment","Envoyer une copie de la livraison par mail"
"Email Order Confirmation","Envoyer la confirmation de commande par mail"
"Enable","Activer"
"Enabled","Activé"
"Error to show in shopping cart","Erreur à afficher dans le panier"
"Excl. Tax","HT"
"Failed to send order email.","Echec : Envoi de la commande par email"
"Failed to void the payment.","Echec : Annulation du paiement impossible"
"From","Entre"
"From Name","De la part de"
"From:","De :"
"G.T. (Base)","Montant total<br/>(Devise de base)"
"G.T. (Purchased)","Montant total<br/>(Devise de la commande)"
"Get shipping methods and rates","Récupérer les modes de livraison et les taux"
"Gift","Cadeau"
"Gift Message","Message du cadeau"
"Gift Message for Entire Order","Message cadeau pour toute la commande"
"Gift Message for this Order","Message cadeau pour cette commande"
"Grand Total","Montant global"
"Grand Total to be charged","Total à facturer"
"Guest","Invité"
"Hold","Bloquer"
"Hold action is not available","L'action bloquer n'est pas disponible"
"Hold order","Bloquer la commande"
"ID","ID"
"If empty, the default description above will be used","Si ce champ n'est pas rempli, la description par défaut ci-dessus sera utilisée"
"If empty, the default error above will be used","Si ce champ n'est pas rempli, l'erreur par défaut ci-dessus sera utilisée"
"If the invoice was created offline, try creating an offline creditmemo.","La facture à été crée hors-ligne, essayez de créer l'avoir hors-ligne"
"Incl. Tax","TTC"
"Information","Information"
"Invalid block: %s","Bloc invalide: %s"
"Invalid carrier specified.","Transporteur spécifié invalide."
"Invalid draw line data. Please define ""lines"" array","Données de ligne invalides. Veuillez définir un jeu de lignes."
"Invalid item option format","Format d'option d'article invalide."
"Invalid qty to invoice item ""%s""","Quantité à facturer invalide pour l'article ""%s"""
"Invalid qty to refund item ""%s""","Quantité à rembourser invalide pour l'article ""%s"""
"Invalid qty to ship for item ""%s""","Quantité à livrer invalide pour l'article ""%s"""
"Invalid renderer model","Modèle invalide"
"Invalid request for adding product to quote","Demande invalide d'ajout de produit au panier."
"Invoice","Facturer"
"Invoice #","N° de facture"
"Invoice #","N° de facture"
"Invoice #%s","Facture N°%s"
"Invoice Comment Email Sender","Expéditeur du mail de commentaire de facture"
"Invoice Comment Email Template","Gabarit de mail commentaire de facture"
"Invoice Comment Email Template for Guest","Gabarit de mail de commentaire de facture pour un invité"
"Invoice Comments","Commentaires de facture"
"Invoice Date","Date de facturation"
"Invoice Email Sender","Expéditeur du mail de facture"
"Invoice Email Template","Gabarit mail de facture"
"Invoice Email Template for Guest","Gabarit de mail de facture pour un invité"
"Invoice Update","Mise à jour de facture"
"Invoice Update for Guest","Mise à jour de facture pour un invité"
"Invoice and Packing Slip Design","Design de facture et de bordereau de livraison"
"Invoice and Ship...","Facturer et Expédier"
"Invoice can not be canceled","La facture ne peut pas être annulée"
"Invoice can not be captured","La facture ne peut pas être capturée"
"Invoice can not be void","La facture ne peut pas être invalidée"
"Invoice cancel problem","Problème lors de l'annulation de facture"
"Invoice capture problem","Problème lors de la capture de facture"
"Invoice email not sent","Mail de facture non envoyé"
"Invoice email sent","Mail de facture envoyé"
"Invoice void problem","Problème lors de l'invalidation de facture"
"Invoice will be created without communication with payment gateway.","La facture sera crée sans retour de la passerelle de paiement."
"Invoice...","Facturer..."
"Invoiced","Facturé"
"Invoices","Factures"
"Item","Article"
"Item Status","Statut de l'article"
"Item object is not specified.","L'objet article n'est pas spécifié."
"Item option with code %s already exist","Une option d'article avec ce code existe déjà"
"Item options declare error","Erreur de déclaration d'options d'article"
"Item ordered qty","Qté commandée"
"Item qty declare error","Erreur de déclaration de la quantité d'articles"
"Items Invoiced","Articles facturés"
"Items Ordered","Articles commandés"
"Items Refunded","Articles remboursés"
"Items Shipped","Articles expédiés"
"Items options declare error.","Erreur de déclaration d'options d'articles"
"Items to Refund","Articles à rembourser"
"Items to Ship","Articles à expédier"
"Last ordered items","Derniers articles commandés"
"Link to the new order","Lier à la nouvelle commande"
"Link to the previous order","Lier à la commande précédente"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo pour les documents HTML seulement. Sinon, c'est le logo par défaut qui sera utilisé.<br />(jpeg, gif, png)"
"Logo for HTML print view","Logo pour l'aperçu avant impression HTML"
"Logo for PDF print-outs (200x50)","Logo pour les impressions PDF (200x50)"
"Maximum shipping amount allowed to refound is: %s","Montant maximum des expéditions permettant le remboursement : %s"
"Message","Message"
"Message was successfully sent","Le message à été envoyé avec succès"
"Message:","Message :"
"Minimum amount","Montant minimum"
"Minimum order amount","Montant de commande minimum"
"Mixed","Assortiment"
"Move to Shopping Cart","Placer dans le panier"
"Move to Wishlist","Ajouter à la <br/>liste d'envies"
"Multi-address description message","Message de description multi-adresse"
"Multi-address error to show in shopping cart","Erreur multi-adresse à afficher dans le panier"
"My Orders","Mes commandes"
"My Orders - Details","Mes commandes - Détails"
"Name","Nom (usage interne)"
"New","Nouveau"
"New Credit Memo","Nouvel avoir"
"New Credit Memo for Guest","Nouvel avoir pour un invité"
"New Invoice","Nouvelle facture"
"New Invoice and Shipment for Order #%s","Nouvelles facture et expédition pour la commande n°%s"
"New Invoice for Guest","Nouvelle facture pour un invité"
"New Invoice for Order #%s","Nouvelle facture pour la commande n°%s"
"New Order","Nouvelle commande"
"New Order Confirmation Email Sender","Expéditeur du mail de confirmation de commande"
"New Order Confirmation Template","Gabarit de confirmation de nouvelle commande"
"New Order Confirmation Template for Guest","Gabarit de confirmation de nouvelle commande pour un invité"
"New Order RSS","Flux RSS des nouvelles commandes"
"New Order for Guest","Nouvelle commande pour un invité"
"New Shipment","Nouvelle livraison"
"New Shipment for Guest","Nouvelle expédition pour un invité"
"New Shipment for Order #%s","Nouvelle expédition pour la commande n°%s"
"New Status","Nouveau statut"
"Newsletter Subscription","Inscription à la newsletter"
"No Items","Aucun article"
"No Items To Refund","Aucun article à rembourser"
"No Payment Methods","Aucun mode de paiement"
"No detail for number ""%s""","Aucun détail pour le numéro ""%s"""
"No Items","Aucun article"
"No order(s) put on hold","Aucune commande mise en attente"
"No order(s) released from holding status","Aucune commande avec le statut Mise en attente"
"No ordered items","Aucun article commandé"
"No shipping information available","Aucune information de livraison disponible"
"Non-supported Transaction Type ""%s"".","Type de transaction ""%s"" non supporté."
"Not Capture","Pas de capture"
"Not Notified","Non notifié"
"Not enough valid data to save parent transaction ID.","Pas assez de données valides pour sauvegarder ID transaction principal"
"Notification Not Applicable","Notification non-applicable"
"Notified","Notifié"
"Notify Customer","Avertir le client"
"Number","Numéro"
"Number of Orders","Nombre de commandes"
"On Hold","Bloquée"
"Order","Commande"
"Order #","N° de commande"
"Order # %s","Commande n°%s"
"Order #%s","Commande n°%s"
"Order #%s - %s","Commande n°%s - <small><em>%s</em></small>"
"Order API","API commande"
"Order Comment","Commentaire de la commande"
"Order Comment Email Sender","Expéditeur du mail de commentaire de commande"
"Order Comment Email Template","Gabarit de mail de commentaire de commande"
"Order Comment Email Template for Guest","Gabarit de mail de commentaire de commande pour un invité"
"Order Comments","Commentaires de commande"
"Order Credit Memos","Avoirs de la commande"
"Order Currency:","Devise de la commande :"
"Order Date","Date de commande"
"Order Date (%s)","Date de commande (%s)"
"Order Date:","Date de commande :"
"Order Date: %s","<strong>Date de commande :</strong> %s"
"Order Details","Détails de la commande"
"Order Grand Total","Montant global"
"Order History","Historique"
"Order Information","Informations commande"
"Order Invoices","Factures de la commande"
"Order Shipments","Livraisons de la commande"
"Order Status","Statut"
"Order Subtotal","Sous-total de la commande"
"Order Total","Total de la commande"
"Order Totals","Totaux commande"
"Order Update","Mise à jour de commande"
"Order Update for Guest","Mise à jour de commande pour un invité"
"Order View","Vue de commande"
"Order does not allow to be canceled.","La commande ne peut être annulée."
"Order does not allow to create an invoice.","La facture ne peut être crée."
"Order email has been successfully sent.","Email de commande envoyé"
"Order has been successfully created","La commande à bien été crée"
"Order invoice","Facture de la commande"
"Order object is not specified.","L'objet commande n'est pas spécifié."
"Order saving error: %s","Erreur lors de la sauvegarde de la commande : %s"
"Order shipments","Livraisons de la commande"
"Order was not cancelled.","La commande n'a pas été annulée."
"Order was not put on hold.","La commande n'a pas été bloquée."
"Order was not unholded.","La commande n'a pas été débloquée."
"Order was placed using %s","La commande a été passée dans la devise : %s"
"Order was successfully cancelled.","La commande a bien été annulée."
"Order was successfully put on hold.","La commande a bien été bloquée."
"Order was successfully released from holding status.","La commande a bien été débloquée."
"Order(s) can not be canceled","Impossible d'annuler les commandes"
"Ordered","Commandé"
"Orders","Commandes"
"Original Price","Prix d'origine"
"PDF Credit Memos","Avoirs en PDF"
"PDF Invoices","Factures en PDF"
"PDF Packingslips","Bordereaux de livraison en PDF"
"PDF Print-outs","Impressions PDF"
"PDF object is not specified.","L'objet PDF n'est pas spécifié."
"PDF page object is not specified.","L'objet de page PDF n'est pas spécifié."
"Packingslip #","Bordereau de livraison n°"
"Paid","Payée"
"Paid Amount","Montant réglé"
"Parent transaction ID must have a transaction ID.","ID de transaction principale doit avoir un ID de transaction."
"Partial","Partiel"
"Payment Failed","Erreur lors du paiement"
"Payment Information","Informations de paiement"
"Payment Method","Mode de paiement"
"Payment Method:","Mode de paiement :"
"Payment disallow storing objects.","Le paiment déduit du stock."
"Payment has been voided successfully.","Le paiement a été annulé avec succès."
"Payment transactions disallow storing objects.","Le paiement ne déduit pas du stock"
"Pdf total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Le modèle total du Pdf doir étendre Mage_Sales_Model_Order_Pdf_Total_Default"
"Pending","En attente"
"Pending Payment","En attente de paiement"
"Period","Période"
"Placed from IP","Adresse IP"
"Please define PDF object before using","Veuillez définir un objet PDF avant de poursuivre."
"Please enter positive number in this field.","Saisissez un nombre positif"
"Please select a customer","Sélectionnez un client"
"Please select a store","Sélectionnez un magasin"
"Please select products to add","Sélectionnez les produits à ajouter"
"Price","Prix"
"Print","Imprimer"
"Print All","Tout imprimer"
"Print All Invoices","Imprimer toutes les factures"
"Print All Refunds","Imprimer tous les avoirs"
"Print All Shipments","Imprimer toutes les livraisons"
"Print Credit Memos","Imprimer les avoirs"
"Print Invoice","Imprimer la facture"
"Print Invoices","Imprimer les factures"
"Print Order","Imprimer la commande"
"Print Order # %s","Imprimer la commande n°%s"
"Print Packingslips","Imprimer les bordereaux de livraison"
"Print Refund","Imprimer l'avoir"
"Print Shipment","Imprimer la livraison"
"Processing","En cours de traitement"
"Processing data problem","Problème de traitement de données"
"Product","Produit"
"Product Name","Nom de produit"
"Products","Produits"
"Products in Compare List","Produits dans la liste de comparaison"
"Profit","Bénéfice"
"Proper payment object must be set.","Le paiement approprié doit être défini."
"Purchased From","Acheté sur"
"Purchased On","Date d'achat"
"Purchased from (store)","Acheté sur"
"QTY","QTÉ"
"Qty","Qté"
"Qty Invoiced","Qté facturée"
"Qty Ordered","Qté commandée"
"Qty Shipped","Qté livrée"
"Qty To Add","Qté à ajouter"
"Qty to Invoice","Qté à facturer"
"Qty to Refund","Qté à rembourser"
"Qty to Ship","Qté à expédier"
"Rate","Taux"
"Recent Orders","Commandes récentes"
"Recently Compared Products","Derniers produits comparés"
"Recently Viewed","Vu récemment"
"Recently Viewed Products","Derniers produits consultés"
"Refresh","Rafraîchir"
"Refund","Rembourser"
"Refund #","Remboursement n°"
"Refund #%s","Remboursement n°%s"
"Refund Amount","Montant du remboursement"
"Refund Offline","Remboursement hors ligne"
"Refund Shipping","Remboursement de livraison"
"Refund Totals","Total remboursé"
"Refunded","Remboursé"
"Refunded amount of %s offline.","Montant remboursé hors-ligne : %s"
"Refunded amount of %s online.","Montant remboursé en ligne : %s"
"Refunds","Remboursements"
"Registered a Void notification.","Notifier une annulation"
"Registered notification about authorized amount of %s.","Notifier lors d'une autorisation d'un montant de %s."
"Registered notification about captured amount of %s.","Notifier lors d'un encaissement d'un montant de %s."
"Registered notification about refunded amount of %s.","Notifier lors d'un remboursement d'un montant de %s."
"Remove","Supprimer"
"Remove Coupon Code","Supprimer le code de bon de réduction"
"Remove tracking number","Supprimer le numéro de suivi"
"Reorder","Renouveler la commande"
"Reorder...","Renouveler la commande..."
"Requested Payment Method is not available","La méthode de paiement demandée est indisponible"
"Retrieve invoice info","Récupérer les informations de facturation"
"Retrieve invoice information","Récupérer les informations de facturation"
"Retrieve list of invoices by filters","Récupérer la liste filtrée des factures"
"Retrieve list of orders by filters","Récupérer la liste filtrée des commandes"
"Retrieve list of shipments by filters","Récupérer la liste filtrée des livraisons"
"Retrieve order information","Récupérer les informations de commande"
"Retrieve orders info","Récupérer les informations de commande"
"Retrieve shipment info","Récupérer les informations de livraison"
"Retrieve shipment information","Récupérer les informations de livraison"
"Return to Stock","Remettre en stock"
"Returned","Retourné"
"Row Subtotal","Sous-total de la ligne"
"Row Total","Total ligne"
"SHIP TO:","LIVRÉ À :"
"SKU","Réf."
"SOLD TO:","VENDU À :"
"Sales","Ventes"
"Sales Emails","Mails des ventes"
"Sales Emails Section","Section emails de vente"
"Sales Invoice Print View","Imprimer les factures"
"Sales Order Print View","Imprimer les commandes"
"Sales Section","Sections ventes"
"Sales Shipment Print View","Imprimer les expéditions"
"Same As Billing Address","Identique à l'adresse de facturation"
"Save and Close Message","Sauvegarder et fermer le message"
"Save in address book","Enregistrer dans le carnet d'adresses"
"Select from existing customer addresses:","Sélectionner d'une adresse client existante"
"Send Credit Memo Comment Email Copy To","Envoyer une copie du mail de commentaire d'avoir à"
"Send Credit Memo Email Copy To","Envoyer une copie du mail d'avoir à"
"Send Email","Envoyer un email"
"Send Invoice Comment Email Copy To","Envoyer une copie du mail de commentaire de facture à"
"Send Invoice Email Copy To","Envoyer une copie du mail de facture à"
"Send Order Comment Email Copy To","Envoyer une copie du mail de commentaire de commande à"
"Send Order Email Copy Method","Envoyer une copie du mail de commande en utilisant la méthode"
"Send Order Email Copy To","Envoyer une copie du mail de commande à"
"Send Sales Emails","Envoyer email des ventes"
"Send Shipment Comment Email Copy To","Envoyer une copie du mail de commentaire de livraison"
"Send Shipment Email Copy To","Envoyer une copie du mail de livraison à"
"Send Tracking Information","Envoyer les informations de suivi"
"Ship","Expédier"
"Ship to","Livré à"
"Ship to First name","Nom de famille (Livr.)"
"Ship to Last name","Prénom (Livr.)"
"Ship to Name","Nom (Livr.)"
"Ship...","Expédier..."
"Shipment","Livraison"
"Shipment #","Expédition N°"
"Shipment #%s","Livraison n°%s"
"Shipment #%s (%s)","Expédition #%s (%s)"
"Shipment Comment Email Sender","Expéditeur du mail de commentaire de livraison"
"Shipment Comment Email Template","Gabarit du mail de commentaire de livraison"
"Shipment Comment Email Template for Guest","Gabarit de mail de commentaire d'expédition pour un invité"
"Shipment Comments","Commentaires de livraison"
"Shipment Email Sender","Expéditeur du mail d'expédition"
"Shipment Email Template","Gabarit de mail de livraison"
"Shipment Email Template for Guest","Gabarit de mail d'expédition pour un invité"
"Shipment Update","Mise à jour de l'expédition"
"Shipment Update for Guest","Mise à jour de l'expédition pour un invité"
"Shipment email not sent","Mail de livraison non envoyé"
"Shipment email sent","Mail de livraison envoyé"
"Shipments","Expéditions"
"Shipped","Livré"
"Shipped By","Livré par"
"Shipping","Livraison"
"Shipping & Handling","Frais de port"
"Shipping &amp; Handling","Frais de port"
"Shipping &amp; Handling Information","Informations de livraison"
"Shipping Address","Adresse de livraison"
"Shipping Amount","Montant de la livraison"
"Shipping Information","Informations de livraison"
"Shipping Method","Mode de livraison"
"Shipping Method:","Mode de livraison :"
"Shipping Refund","Remboursement de la livraison"
"Shipping and Tracking Information","Informations de livraison et de suivi"
"Shopping Cart","Panier"
"Signed Up From","Inscrit sur"
"Sku","Réf."
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","Certains articles ont des quantités supérieures à celles autorisées. Saisissez une quantité plus faible avant de régler."
"Some of the products below don\'t have all the required options. Please remove them and add again with all the required options.","Certains articles ci-dessous n\'ont pas toutes les options obligatoires. Enlevez-les puis ajoutez-les de nouveau en renseignant les options obligatoires."
"Sorry, no quotes are available for this order at this time.","Désolé, aucune estimation n'existe pour cette commande pour l'instant"
"Source object is not specified.","L'objet source n'est pas spécifié."
"State/Province","État/Région"
"Status","Statut"
"Store Credit","Carte de crédit du magasin"
"Submit Comment","Valider"
"Submit Credit Memo","Sauvegarder l'avoir"
"Submit Order","Envoyer la commande"
"Submit Shipment","Valider l'expédition"
"Subscribe to Newsletter","S'abonner à la newsletter"
"Subscribe to Order Status","S'abonner au statut de commande"
"Subtotal","Sous-total"
"Subtotal after discount","Sous-total après remise"
"Subtotal:","Sous-total :"
"Suspected Fraud","Fraude suspectée."
"TAX/VAT Number","Numéro de TVA intracommunautaire"
"Tax","TVA"
"Tax Amount","Montant TVA"
"Tax Percent","Taux de TVA"
"Telephone","Téléphone"
"The Order State ""%s"" must not be set manually.","L'état de la commande ""%s"" ne peut être modifié manuellement."
"The item %s (SKU %s) doesn\'t exist in the catalog anymore","L'article %s (réf. %s) n\'existe plus dans le catalogue"
"The transaction ""%s"" (%s) is already closed.","La transaction ""%s"" (%s) est déjà close."
"There are no printable documents related to selected orders","Il n'y a pas de documents imprimables en relation avec les commandes sélectionnées"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","Ce message sera affiché dans le panier quand le sous-total après remise sera inférieur au montant mini."
"This operation requires an existing transaction object.","Cette opération nécessite l'existance d'une transaction."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be cancelled and a new order will be placed","Cette commande contient (%s) articles et ne peut donc pas être modifiée via l'interface d'administration en ce moment, si vous souhaitez l'éditer les %s articles seront supprimés, la commande sera annulée et une nouvelle commande sera crée"
"This order no longer exists.","Cette commande n'existe plus."
"Tier Pricing","Tarification par palier"
"Title","Titre"
"To","Et"
"To Name","Pour (nom)"
"To:","À :"
"Total","Total"
"Total %d product(s)","%d produit(s) au total"
"Total Due","Total dû"
"Total Paid","Total payé"
"Total Qty","Qté totale"
"Total Refund","Remboursement total"
"Total Refunded","Total remboursé"
"Total Shipping Charges","Montant total de la livraison"
"Total Tax","TVA"
"Total(ex)","Total (HT)"
"Total(inc)","Total (TTC)"
"Track Order","Suivre la commande"
"Track all shipment(s)","Suivre toutes les livraisons"
"Track all shipments","Suivre toutes les livraisons"
"Track this shipment","Suivre cette livraison"
"Track your order","Suivre votre commande"
"Tracking","Suivi"
"Tracking Number","Numéro de suivi"
"Tracking Number(s):","Numéro(s) de suivi:"
"Transaction ""%s"" was already processed.","La transaction ""%s"" est déjà en cours"
"Transaction ID must not be empty.","ID Transaction ne doit pas être vide."
"Transaction ID: ""%s"".","ID Transaction: ""%s""."
"Unhold","Débloquer"
"Unhold order","Débloquer la commande"
"Unknown State","État inconnu"
"Unknown Status","Statut inconnu"
"Update Changes","Mettre à jour les modifications"
"Update Items and Qty\'s","Mettre à jour les articles et quantités"
"Update Qty\'s","Mettre à jour les quantités"
"Validate each address separately in multi-address checkout","Valider séparément les adresses lors de commandes multi-adresses"
"View","Voir"
"View All","Tout voir"
"View Order","Voir la commande"
"Void","Invalider"
"Void invoice","Invalider la facture"
"Voided authorization.","Autorisation refusée"
"Website","Site web"
"Wishlist","Liste d'envies"
"You have placed no orders.","Vous n'avez jamais commandé."
"Your credit card will be charged for","Votre carte de crédit sera débitée de"
"ZIP/Post Code","Code postal"
"separate by "",""","séparés par des "","""
