"Exact Match. Address and Postal Code. International","Correspondance exacte. Adresse et code postal. International"
"Exact Match. Address and Postal Code. UK-specific","Correspondance exacte. Adresse et code postal. Spécifique au Royaume-Uni"
"Exact Match. Address and nine-digit ZIP code","Correspondance exacte. Adresse et code postal à neuf chiffres"
"Explanation: %s.","Explication : %s"
"Express Checkout and Order have been cancelled.","Le paiement PayPal Express et la commande ont été annulés"
"Express Checkout has been cancelled.","Le paiement PayPal Express a été annulé"
"Header Background Color","Couleur d'arrière plan de l'entête"
"Header Border Color","Couleur de la bordure de l'entête"
"Header Image URL","URL de l'image d'entête"
"IPN verification ""%s"".","Retour IPN ""%s""."
"Impossible to issue a refund transaction, because capture transaction does not exist.","Remboursement impossible, car la transaction initiale n'existe pas"
"Incl. Tax","TTC"
"Issuer Liability","Responsable de l'émission"
"Items in Your Shopping Cart","Articles dans votre panier"
"Last Corellation ID","ID de la dernière corrélation"
"Last Transaction ID","ID de la dernière transaction"
"Maestro/Solo","Maestro/Solo"
"Matched (CVV2)","Correspondance (CVV2)"
"Matched (CVV2CSC)","Correspondance (CVV2CSC)"
"Matched Address only (no ZIP)","Correspondance des adresses seulement (Sans le Code Postal)"
"Matched Address only (no ZIP). International","Correspondance des adresses seulement (Sans le Code Postal). International."
"Matched Postal Code only (no Address)","Correspondance du Code Postal uniquement"
"Matched five-digit ZIP only (no Address)","Correspondance sur 5 chiffres du code postal uniquement"
"Matched whole nine-didgit ZIP (no Address)","Correspondance sur 9 chiffres du code postal"
"Merchant Email.","Email Marchand"
"Merchant Liability","Responsable (Marchand)"
"Merchant Protection Eligibility","Protection à l'éligibilité du Marchand"
"Merchant account doesn\'t have a withdrawal mechanism. Merchant must manually accept or deny this payment from your Account Overview.","Le compte marchand ne peut effectuer de paiements automatiques. Le Commerçant doit accepter ou refuser manuellement ce paiement à partir de votre compte client."
"Merchant account is not verified.","Compte Marchand non vérifié."
"Merchant denied this pending payment.","Le marchand à refusé le paiement en attente."
"Merchant must upgrade account to Business or Premier status.","LE compte marchand doit être mise à jour vers un compte Business ou Premier."
"Multi-currency issue. Merchant must manually accept or deny this payment from PayPal Account Overview.","Multi-devises. Le commerçant doit accepter ou refuser manuellement ce paiement depuis son compte PayPal."
"N/A. Address not checked, or acquirer had no response. Service not available","N/A. L'adresse n'a pas été vérifié, ou l'acquéreur n'a pas donné de réponse. Service non disponible"
"N/A. Global Unavailable","N/A. Global Indisponible"
"N/A. International Unavailable","N/A. International Indisponible"
"N/A. Merchant has indicated that CVV2 is not present on card","N/A. CVV2 n'est pas présent sur la carte"
"N/A. No response","N/A. Aucune réponse"
"N/A. Not allowed for MOTO (Internet/Phone) transactions","N/A. Transaction non autorisé. MOTO (Internet/Phone)"
"N/A. Not processed","N/A. Non traitée"
"N/A. Retry","N/A. Recommencer"
"N/A. Service not Supported","N/A. Service non supporté"
"N/A. Service not available","N/A. Service indisponible"
"N/A. Service not supported","N/A. Service non supporté"
"N/A. The merchant did not provide AVS information","N/A. Le commerçant ne possède pas d'information AVS"
"N/A. The merchant has not implemented CVV2 code handling","N/A. Le commerçant n'a pas mis en œuvre de code CVV2"
"N/A. Unavailable","N/A. Indisponible."
"New Order Status","Nouveau statut de la commande"
"No","Non"
"No Details matched","Aucune correspondance trouvée"
"No Details matched. International","Aucune correspondance trouvée. International"
"No Liability Shift","Absence de responsabilité"
"No match","Aucune correspondance"
"No shipping method required.","Aucun mode de livraison nécessaire."
"None of the address information matched","Aucune correspondance trouvée dans l'adresse"
"Note: %s","Note: %s"
"Notified customer about creditmemo #%s.","Notifier le client pour le remboursement n°%s."
"Notified customer about invoice #%s.","Notifier le client pour la facture n°%s."
"Order","Commande"
"Page Background Color","Couleur d'arrière plan de la page"
"Page Style","Style de page"
"Part of the address information matched","Correspondance trouvée sur une partie de l'adresse."
"PayPal","PayPal"
"PayPal Checkout","PayPal Checkout"
"PayPal Express Checkout Token does not exist.","Le jeton PayPal Express n'existe pas"
"PayPal Express Order Review Form","Formulaire de commentaire de commande PayPal Express"
"PayPal IPN postback HTTP error: %s","Retour IPN PayPal. Erreur HTTP: %s"
"PayPal IPN postback Validation error: %s","Retour IPN PayPal. Erreur de validation: %s"
"PayPal Website Payments Pro - Direct Payments","PayPal Express - Paiements directs"
"PayPal Website Payments Pro - Express Checkout","PayPal Express - Commande expresse"
"PayPal Website Payments Standard","PayPal Standard"
"PayPal geteway rejected request. %s","Rejet de la requête par PayPal. %s"
"PayPal/Centinel Electronic Commerce Indicator","PayPal/Centinel Indicateur de Commerce Électronique"
"PayPal/Centinel Visa Payer Authentication Service Result","PayPal/Centinel Service Validation Visa"
"Payer Address ID","ID adresse du Payeur"
"Payer Address Status","Statut adresse du Payeur"
"Payer Email","Email du Payeur"
"Payer Email: %s","Email du Payeur : %s"
"Payer ID","ID Payeur"
"Payer Status","Statut du Payeur"
"Payer is not identified.","Payeur non identifié"
"Payment Action","Action de paiement"
"Payment Applicable From","Paiement valable depuis"
"Payment Method","Mode de paiement"
"Payment Page Style","Style de la page de paiement"
"Payment is being reviewed by PayPal for risk.","Le paiement est en cours d'examen par PayPal en raison du risque."
"Payment was made to an email address that is not yet registered or confirmed.","Paiement a été effectué à une adresse email qui n'est pas encore enregistrée ou confirmée."
"Pending PayPal","En attente de PayPal"
"Place an Order","Passer une commande"
"Please contact PayPal Customer Service.","Veuillez contacter le service client PayPal"
"Please select a shipping method...","Sélectionnez un mode de livraison..."
"Price","Prix"
"Product Name","Nom du produit"
"Proxy Host","Hôte proxy"
"Proxy Port","Port de proxy"
"Qty","Quantité"
"Requested %s and configured %s merchant emails do not match.","Requête %s et configuration %s emails marchand ne correspondent pas."
"Review Order","Vérifier la commande"
"Sale","Vente"
"Sandbox Mode","Mode Sandbox"
"Severe 3D Secure Card Validation","Vérification 3D Secure stricte"
"Shipping","Livraison"
"Shipping Address","Adresse de livraison"
"Shipping Information","Informations de livraison"
"Shipping Method","Mode de livraison"
"Shortcut","Raccourci"
"Sorry, no quotes are available for this order at this time.","Désolé, aucune estimation n'est actuellement disponible pour cette commande."
"Sort Order","Trier les commandes"
"Static","Statique"
"Submitting order information...","Les informations de commande sont en cours d'envoi..."
"Subtotal","Sous total"
"Summary Text for Aggregated Cart","Texte récapitulatif sur les paniers validés"
"The background color for the checkout page around the header and payment form.","Couleur d'arrière plan entre l'entête et le formulaire de paiement."
"The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.","Couleur de fond pour l'entête de la page de paiement. Insensible à la casse (Six caractères de couleur hexadécimal HTML en ASCII)."
"The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.","L'ajout d'une image en haut à gauche de la page de paiement (Taille maxi 750x90 pixels. <strong style=""color:red""> https</strong>) est fortement conseillé."
"Title","Titre"
"Transfer Cart Line Items","Transférer les articles dans votre panier"
"Triggered Fraud Filters","Activer les filtres anti-fraudes"
"Unable to calculate cart line item totals.","Impossible de calculer le montant du panier."
"Unable to cancel Express Checkout.","Impossible d'annuler le paiement PayPal Express."
"Unable to communicate with PayPal gateway.","Communication avec PayPal impossible."
"Unable to initialize Express Checkout review.","Impossible d'initialiser le commentaire PayPal Express."
"Unable to initialize Express Checkout.","Impossible d'initialiser PayPal Express"
"Unable to place the order.","Impossible de passer la commande."
"Unable to process Express Checkout approval.","Impossible de procéder à l'approbation PayPal Express."
"Unable to start Express Checkout.","Impossible de démarrer PayPal Express."
"Unable to update shipping method.","Impossible de mettre à jour le mode de livraison."
"Update Shipping Method","Changer de mode de livraison"
"Use Proxy","Utiliser un proxy"
"Uses Store Frontend Name by default","Utiliser le nom du magasin par défaut"
"Visible on Shopping Cart Page","Visible sur la page panier"
"Waiting until Customer\'s eCheck will be cleared.","En attente de suppression. Vérification client en cours."
"Website Payments Pro","PayPal Express"
"Website Payments Standard","PayPal Standard"
"Wrong Order ID (%s) specified.","Mauvais ID(%s) de commande renseigné."
"Wrong PayPal Express Checkout Token specified.","Le jeton pour PayPal Express est incorrect."
"Yes","Oui"
"Yes. Matched Address and five-didgit ZIP","Oui, Correspondance de l'adresse et du code postal à 5 chiffres"
"You will be redirected to PayPal in a few seconds.","Vous allez être redirigé vers PayPal dans quelques secondes."
"You will be redirected to PayPal website when you place an order.","Vous serez redirigé vers PayPal à l'issue de votre commande."
"Your billing address will be ignored and you will be redirected to PayPal website.","Votre adresse de facturation sera ignorée et vous serez redirigé vers le site de PayPal"
"chargeback reimbursed","rétro-facturation remboursés"
"chargeback settled","rejet de débit réglé"
"customer complaint","réclamation client"
"customer triggered a chargeback","Le client a rejeté le débit"
"customer triggered money-back guarantee","le client a demandé une garantie de remboursement"
"merchant refunded payment","paiement remboursé"
"no reason","aucune raison"
"reversal of an adjustment","verser un complément"
"unknown reason","raison inconnue"
"PayPal Accounts","Comptes PayPal"
"Website Payments Pro (Payflow Edition)","PayPal Express (Édition Payflow)"
"Debug Flag","Indicateur de débug"
